Time,species,Age,numbers,.id,Ageclass
2017,Haddock,4,12729000,Haddock4_Nums,Ageclass 4
2017,Haddock,5,11782000,Haddock5_Nums,Ageclass 5
2017,Haddock,6,10796000,Haddock6_Nums,Ageclass 6
2017,Haddock,7,3654000,Haddock7_Nums,Ageclass 7
2017,Haddock,8,3151000,Haddock8_Nums,Ageclass 8
2017,Haddock,9,2026000,Haddock9_Nums,Ageclass 9
2017,Haddock,10,3764000,Haddock10_Nums,Ageclass 10
2018,Haddock,1,107098000,Haddock1_Nums,Ageclass 1
2018,Haddock,2,43747000,Haddock2_Nums,Ageclass 2
2018,Haddock,3,42464000,Haddock3_Nums,Ageclass 3
2018,Haddock,4,74164000,Haddock4_Nums,Ageclass 4
2018,Haddock,5,8205000,Haddock5_Nums,Ageclass 5
2018,Haddock,6,7048000,Haddock6_Nums,Ageclass 6
2018,Haddock,7,6031000,Haddock7_Nums,Ageclass 7
2018,Haddock,8,1952000,Haddock8_Nums,Ageclass 8
2018,Haddock,9,1649000,Haddock9_Nums,Ageclass 9
2018,Haddock,10,2978000,Haddock10_Nums,Ageclass 10
2019,Haddock,1,20216000,Haddock1_Nums,Ageclass 1
2019,Haddock,2,87684000,Haddock2_Nums,Ageclass 2
2019,Haddock,3,35528000,Haddock3_Nums,Ageclass 3
2019,Haddock,4,32225000,Haddock4_Nums,Ageclass 4
2019,Haddock,5,49830000,Haddock5_Nums,Ageclass 5
2019,Haddock,6,4361000,Haddock6_Nums,Ageclass 6
2019,Haddock,7,3496000,Haddock7_Nums,Ageclass 7
2019,Haddock,8,2912000,Haddock8_Nums,Ageclass 8
2019,Haddock,9,923000,Haddock9_Nums,Ageclass 9
2019,Haddock,10,2134000,Haddock10_Nums,Ageclass 10
2020,Haddock,1,181428000,Haddock1_Nums,Ageclass 1
2020,Haddock,2,16551000,Haddock2_Nums,Ageclass 2
2020,Haddock,3,71288000,Haddock3_Nums,Ageclass 3
2020,Haddock,4,26888000,Haddock4_Nums,Ageclass 4
2020,Haddock,5,20619000,Haddock5_Nums,Ageclass 5
2020,Haddock,6,27815000,Haddock6_Nums,Ageclass 6
2020,Haddock,7,1976000,Haddock7_Nums,Ageclass 7
2020,Haddock,8,1521000,Haddock8_Nums,Ageclass 8
2020,Haddock,9,1247000,Haddock9_Nums,Ageclass 9
2020,Haddock,10,1285000,Haddock10_Nums,Ageclass 10
1978,Capelin,1,NA,Capelin1_Nums,Ageclass 1
1979,Capelin,1,2.20E+10,Capelin1_Nums,Ageclass 1
1980,Capelin,1,2.35E+10,Capelin1_Nums,Ageclass 1
1981,Capelin,1,2.10E+10,Capelin1_Nums,Ageclass 1
1982,Capelin,1,6.80E+10,Capelin1_Nums,Ageclass 1
1983,Capelin,1,4.41E+10,Capelin1_Nums,Ageclass 1
1984,Capelin,1,7.38E+10,Capelin1_Nums,Ageclass 1
1985,Capelin,1,3.38E+10,Capelin1_Nums,Ageclass 1
1986,Capelin,1,5.86E+10,Capelin1_Nums,Ageclass 1
1987,Capelin,1,2.60E+09,Capelin1_Nums,Ageclass 1
1988,Capelin,1,4.39E+10,Capelin1_Nums,Ageclass 1
1989,Capelin,1,2.92E+10,Capelin1_Nums,Ageclass 1
1990,Capelin,1,2.72E+10,Capelin1_Nums,Ageclass 1
1991,Capelin,1,6.00E+10,Capelin1_Nums,Ageclass 1
1992,Capelin,1,1.05E+11,Capelin1_Nums,Ageclass 1
1993,Capelin,1,1.00E+11,Capelin1_Nums,Ageclass 1
1994,Capelin,1,1.19E+11,Capelin1_Nums,Ageclass 1
1995,Capelin,1,1.65E+11,Capelin1_Nums,Ageclass 1
1996,Capelin,1,1.12E+11,Capelin1_Nums,Ageclass 1
1997,Capelin,1,6.68E+10,Capelin1_Nums,Ageclass 1
1998,Capelin,1,1.21E+11,Capelin1_Nums,Ageclass 1
1999,Capelin,1,8.98E+10,Capelin1_Nums,Ageclass 1
2000,Capelin,1,1.04E+11,Capelin1_Nums,Ageclass 1
2001,Capelin,1,1.02E+11,Capelin1_Nums,Ageclass 1
2002,Capelin,1,NA,Capelin1_Nums,Ageclass 1
2003,Capelin,1,4.90E+09,Capelin1_Nums,Ageclass 1
2004,Capelin,1,7.90E+09,Capelin1_Nums,Ageclass 1
2005,Capelin,1,NA,Capelin1_Nums,Ageclass 1
2006,Capelin,1,4.47E+10,Capelin1_Nums,Ageclass 1
2007,Capelin,1,5.70E+09,Capelin1_Nums,Ageclass 1
2008,Capelin,1,1.26E+10,Capelin1_Nums,Ageclass 1
2009,Capelin,1,1.54E+10,Capelin1_Nums,Ageclass 1
2010,Capelin,1,1.01E+11,Capelin1_Nums,Ageclass 1
2011,Capelin,1,9.60E+09,Capelin1_Nums,Ageclass 1
2012,Capelin,1,1.94E+10,Capelin1_Nums,Ageclass 1
2013,Capelin,1,6.07E+10,Capelin1_Nums,Ageclass 1
2014,Capelin,1,5.80E+10,Capelin1_Nums,Ageclass 1
2015,Capelin,1,5.40E+09,Capelin1_Nums,Ageclass 1
2016,Capelin,1,9.40E+09,Capelin1_Nums,Ageclass 1
2017,Capelin,1,2.59E+10,Capelin1_Nums,Ageclass 1
2018,Capelin,1,1.03E+10,Capelin1_Nums,Ageclass 1
2019,Capelin,1,8.15E+10,Capelin1_Nums,Ageclass 1
2020,Capelin,1,1.46E+11,Capelin1_Nums,Ageclass 1
