Time,species,Age,numbers,.id,Ageclass,,"##one row for each species/age combination for which yuou have NAA observations. Number of age groups need not match Atlantis, but you would want to combine multiple cohorts into an age class if your Atlantis model does this"
2003,Saithe,7,7864000,Saithe7_Nums,Ageclass 7,,
2003,Saithe,8,1315000,Saithe8_Nums,Ageclass 8,,
2003,Saithe,9,1366000,Saithe9_Nums,Ageclass 9,,
2003,Saithe,10,1072000,Saithe10_Nums,Ageclass 10,,
2003,Saithe,11,653000,Saithe11_Nums,Ageclass 11,,
2003,Saithe,12,189000,Saithe12_Nums,Ageclass 12,,
2003,Saithe,13,97000,Saithe13_Nums,Ageclass 13,,
2003,Saithe,14,33000,Saithe14_Nums,Ageclass 14,,
2004,Saithe,1,6.20E+07,Saithe1_Nums,Ageclass 1,,
2004,Saithe,2,8.90E+07,Saithe2_Nums,Ageclass 2,,
2004,Saithe,3,2.60E+07,Saithe3_Nums,Ageclass 3,,
2004,Saithe,4,5.80E+07,Saithe4_Nums,Ageclass 4,,
2004,Saithe,5,3.80E+07,Saithe5_Nums,Ageclass 5,,
2004,Saithe,6,2.20E+07,Saithe6_Nums,Ageclass 6,,
2004,Saithe,7,8173000,Saithe7_Nums,Ageclass 7,,
2004,Saithe,8,4668000,Saithe8_Nums,Ageclass 8,,
2004,Saithe,9,721000,Saithe9_Nums,Ageclass 9,,
2004,Saithe,10,729000,Saithe10_Nums,Ageclass 10,,
2004,Saithe,11,586000,Saithe11_Nums,Ageclass 11,,
2004,Saithe,12,356000,Saithe12_Nums,Ageclass 12,,
2004,Saithe,13,107000,Saithe13_Nums,Ageclass 13,,
2004,Saithe,14,55000,Saithe14_Nums,Ageclass 14,,
2005,Saithe,1,2.80E+07,Saithe1_Nums,Ageclass 1,,
2005,Saithe,2,5.10E+07,Saithe2_Nums,Ageclass 2,,
2005,Saithe,3,7.30E+07,Saithe3_Nums,Ageclass 3,,
2005,Saithe,4,2.00E+07,Saithe4_Nums,Ageclass 4,,
2005,Saithe,5,3.90E+07,Saithe5_Nums,Ageclass 5,,
2005,Saithe,6,2.40E+07,Saithe6_Nums,Ageclass 6,,
2005,Saithe,7,1.40E+07,Saithe7_Nums,Ageclass 7,,
2005,Saithe,8,5152000,Saithe8_Nums,Ageclass 8,,
2005,Saithe,9,3013000,Saithe9_Nums,Ageclass 9,,
2005,Saithe,10,453000,Saithe10_Nums,Ageclass 10,,
2005,Saithe,11,458000,Saithe11_Nums,Ageclass 11,,
2005,Saithe,12,355000,Saithe12_Nums,Ageclass 12,,
2005,Saithe,13,212000,Saithe13_Nums,Ageclass 13,,
2005,Saithe,14,64000,Saithe14_Nums,Ageclass 14,,
2006,Saithe,1,3.90E+07,Saithe1_Nums,Ageclass 1,,
2006,Saithe,2,2.30E+07,Saithe2_Nums,Ageclass 2,,
2006,Saithe,3,4.20E+07,Saithe3_Nums,Ageclass 3,,
2006,Saithe,4,5.70E+07,Saithe4_Nums,Ageclass 4,,
2006,Saithe,5,1.40E+07,Saithe5_Nums,Ageclass 5,,
2006,Saithe,6,2.40E+07,Saithe6_Nums,Ageclass 6,,
2006,Saithe,7,1.40E+07,Saithe7_Nums,Ageclass 7,,
2006,Saithe,8,8334000,Saithe8_Nums,Ageclass 8,,
2006,Saithe,9,3253000,Saithe9_Nums,Ageclass 9,,
2006,Saithe,10,1848000,Saithe10_Nums,Ageclass 10,,
2006,Saithe,11,277000,Saithe11_Nums,Ageclass 11,,
2006,Saithe,12,270000,Saithe12_Nums,Ageclass 12,,
2006,Saithe,13,206000,Saithe13_Nums,Ageclass 13,,
2006,Saithe,14,123000,Saithe14_Nums,Ageclass 14,,
2007,Saithe,1,5.70E+07,Saithe1_Nums,Ageclass 1,,
2007,Saithe,2,3.20E+07,Saithe2_Nums,Ageclass 2,,
2007,Saithe,3,1.90E+07,Saithe3_Nums,Ageclass 3,,
2007,Saithe,4,3.30E+07,Saithe4_Nums,Ageclass 4,,
2007,Saithe,5,3.70E+07,Saithe5_Nums,Ageclass 5,,
2007,Saithe,6,8114000,Saithe6_Nums,Ageclass 6,,
2007,Saithe,7,1.40E+07,Saithe7_Nums,Ageclass 7,,
2007,Saithe,8,8502000,Saithe8_Nums,Ageclass 8,,
2007,Saithe,9,5144000,Saithe9_Nums,Ageclass 9,,
2007,Saithe,10,1946000,Saithe10_Nums,Ageclass 10,,
2007,Saithe,11,1102000,Saithe11_Nums,Ageclass 11,,
2007,Saithe,12,159000,Saithe12_Nums,Ageclass 12,,
2007,Saithe,13,152000,Saithe13_Nums,Ageclass 13,,
2007,Saithe,14,116000,Saithe14_Nums,Ageclass 14,,
2008,Saithe,1,5.50E+07,Saithe1_Nums,Ageclass 1,,
2008,Saithe,2,4.70E+07,Saithe2_Nums,Ageclass 2,,
2008,Saithe,3,2.60E+07,Saithe3_Nums,Ageclass 3,,
2008,Saithe,4,1.50E+07,Saithe4_Nums,Ageclass 4,,
2008,Saithe,5,2.20E+07,Saithe5_Nums,Ageclass 5,,
2008,Saithe,6,2.30E+07,Saithe6_Nums,Ageclass 6,,
2008,Saithe,7,4885000,Saithe7_Nums,Ageclass 7,,
2008,Saithe,8,8686000,Saithe8_Nums,Ageclass 8,,
2008,Saithe,9,5363000,Saithe9_Nums,Ageclass 9,,
2008,Saithe,10,3152000,Saithe10_Nums,Ageclass 10,,
2008,Saithe,11,1189000,Saithe11_Nums,Ageclass 11,,
2008,Saithe,12,649000,Saithe12_Nums,Ageclass 12,,
2008,Saithe,13,92000,Saithe13_Nums,Ageclass 13,,
2008,Saithe,14,88000,Saithe14_Nums,Ageclass 14,,
2009,Saithe,1,6.60E+07,Saithe1_Nums,Ageclass 1,,
2009,Saithe,2,4.50E+07,Saithe2_Nums,Ageclass 2,,
2009,Saithe,3,3.80E+07,Saithe3_Nums,Ageclass 3,,
2009,Saithe,4,2.00E+07,Saithe4_Nums,Ageclass 4,,
2009,Saithe,5,9456000,Saithe5_Nums,Ageclass 5,,
2009,Saithe,6,1.30E+07,Saithe6_Nums,Ageclass 6,,
2009,Saithe,7,1.30E+07,Saithe7_Nums,Ageclass 7,,
2009,Saithe,8,2866000,Saithe8_Nums,Ageclass 8,,
2009,Saithe,9,5252000,Saithe9_Nums,Ageclass 9,,
2009,Saithe,10,3135000,Saithe10_Nums,Ageclass 10,,
2009,Saithe,11,1837000,Saithe11_Nums,Ageclass 11,,
2009,Saithe,12,663000,Saithe12_Nums,Ageclass 12,,
2009,Saithe,13,355000,Saithe13_Nums,Ageclass 13,,
2009,Saithe,14,50000,Saithe14_Nums,Ageclass 14,,
2010,Saithe,1,6.10E+07,Saithe1_Nums,Ageclass 1,,
2010,Saithe,2,5.40E+07,Saithe2_Nums,Ageclass 2,,
2010,Saithe,3,3.70E+07,Saithe3_Nums,Ageclass 3,,
2010,Saithe,4,3.00E+07,Saithe4_Nums,Ageclass 4,,
2010,Saithe,5,1.30E+07,Saithe5_Nums,Ageclass 5,,
2010,Saithe,6,5598000,Saithe6_Nums,Ageclass 6,,
2010,Saithe,7,7437000,Saithe7_Nums,Ageclass 7,,
2010,Saithe,8,7820000,Saithe8_Nums,Ageclass 8,,
2010,Saithe,9,1759000,Saithe9_Nums,Ageclass 9,,
2010,Saithe,10,3122000,Saithe10_Nums,Ageclass 10,,
2010,Saithe,11,1859000,Saithe11_Nums,Ageclass 11,,
2010,Saithe,12,1044000,Saithe12_Nums,Ageclass 12,,
2010,Saithe,13,370000,Saithe13_Nums,Ageclass 13,,
2010,Saithe,14,198000,Saithe14_Nums,Ageclass 14,,
2011,Saithe,1,6.30E+07,Saithe1_Nums,Ageclass 1,,
2011,Saithe,2,5.00E+07,Saithe2_Nums,Ageclass 2,,
2011,Saithe,3,4.40E+07,Saithe3_Nums,Ageclass 3,,
2011,Saithe,4,2.90E+07,Saithe4_Nums,Ageclass 4,,
2011,Saithe,5,2.00E+07,Saithe5_Nums,Ageclass 5,,
2011,Saithe,6,8150000,Saithe6_Nums,Ageclass 6,,
2011,Saithe,7,3362000,Saithe7_Nums,Ageclass 7,,
2011,Saithe,8,4561000,Saithe8_Nums,Ageclass 8,,
2011,Saithe,9,4923000,Saithe9_Nums,Ageclass 9,,
2011,Saithe,10,1076000,Saithe10_Nums,Ageclass 10,,
2011,Saithe,11,1904000,Saithe11_Nums,Ageclass 11,,
2011,Saithe,12,1091000,Saithe12_Nums,Ageclass 12,,
2011,Saithe,13,603000,Saithe13_Nums,Ageclass 13,,
2011,Saithe,14,214000,Saithe14_Nums,Ageclass 14,,
2012,Saithe,1,4.50E+07,Saithe1_Nums,Ageclass 1,,
2012,Saithe,2,5.20E+07,Saithe2_Nums,Ageclass 2,,
2012,Saithe,3,4.10E+07,Saithe3_Nums,Ageclass 3,,
2012,Saithe,4,3.50E+07,Saithe4_Nums,Ageclass 4,,
2012,Saithe,5,2.00E+07,Saithe5_Nums,Ageclass 5,,
2012,Saithe,6,1.20E+07,Saithe6_Nums,Ageclass 6,,
2012,Saithe,7,4996000,Saithe7_Nums,Ageclass 7,,
2012,Saithe,8,2102000,Saithe8_Nums,Ageclass 8,,
2012,Saithe,9,2921000,Saithe9_Nums,Ageclass 9,,
2012,Saithe,10,3068000,Saithe10_Nums,Ageclass 10,,
2012,Saithe,11,669000,Saithe11_Nums,Ageclass 11,,
2012,Saithe,12,1142000,Saithe12_Nums,Ageclass 12,,
2012,Saithe,13,644000,Saithe13_Nums,Ageclass 13,,
2012,Saithe,14,356000,Saithe14_Nums,Ageclass 14,,
2013,Saithe,1,1.39E+08,Saithe1_Nums,Ageclass 1,,
2013,Saithe,2,3.70E+07,Saithe2_Nums,Ageclass 2,,
2013,Saithe,3,4.20E+07,Saithe3_Nums,Ageclass 3,,
2013,Saithe,4,3.20E+07,Saithe4_Nums,Ageclass 4,,
2013,Saithe,5,2.30E+07,Saithe5_Nums,Ageclass 5,,
2013,Saithe,6,1.20E+07,Saithe6_Nums,Ageclass 6,,
2013,Saithe,7,7643000,Saithe7_Nums,Ageclass 7,,
2013,Saithe,8,3129000,Saithe8_Nums,Ageclass 8,,
2013,Saithe,9,1349000,Saithe9_Nums,Ageclass 9,,
2013,Saithe,10,1824000,Saithe10_Nums,Ageclass 10,,
2013,Saithe,11,1912000,Saithe11_Nums,Ageclass 11,,
2013,Saithe,12,402000,Saithe12_Nums,Ageclass 12,,
2013,Saithe,13,676000,Saithe13_Nums,Ageclass 13,,
2013,Saithe,14,381000,Saithe14_Nums,Ageclass 14,,
1979,Haddock,1,48417000,Haddock1_Nums,Ageclass 1,,
1979,Haddock,2,83382000,Haddock2_Nums,Ageclass 2,,
1979,Haddock,3,129393000,Haddock3_Nums,Ageclass 3,,
1979,Haddock,4,26959000,Haddock4_Nums,Ageclass 4,,
1979,Haddock,5,19575000,Haddock5_Nums,Ageclass 5,,
1979,Haddock,6,17554000,Haddock6_Nums,Ageclass 6,,
1979,Haddock,7,4298000,Haddock7_Nums,Ageclass 7,,
1979,Haddock,8,593000,Haddock8_Nums,Ageclass 8,,
1979,Haddock,9,126000,Haddock9_Nums,Ageclass 9,,
1979,Haddock,10,152000,Haddock10_Nums,Ageclass 10,,
1980,Haddock,1,12955000,Haddock1_Nums,Ageclass 1,,
1980,Haddock,2,39640000,Haddock2_Nums,Ageclass 2,,
1980,Haddock,3,67473000,Haddock3_Nums,Ageclass 3,,
1980,Haddock,4,96512000,Haddock4_Nums,Ageclass 4,,
1980,Haddock,5,16291000,Haddock5_Nums,Ageclass 5,,
1980,Haddock,6,9318000,Haddock6_Nums,Ageclass 6,,
1980,Haddock,7,6995000,Haddock7_Nums,Ageclass 7,,
1980,Haddock,8,1551000,Haddock8_Nums,Ageclass 8,,
1980,Haddock,9,201000,Haddock9_Nums,Ageclass 9,,
1980,Haddock,10,88000,Haddock10_Nums,Ageclass 10,,
1981,Haddock,1,56109000,Haddock1_Nums,Ageclass 1,,
1981,Haddock,2,10607000,Haddock2_Nums,Ageclass 2,,
1981,Haddock,3,32193000,Haddock3_Nums,Ageclass 3,,
1981,Haddock,4,51801000,Haddock4_Nums,Ageclass 4,,
1981,Haddock,5,64075000,Haddock5_Nums,Ageclass 5,,
1981,Haddock,6,9174000,Haddock6_Nums,Ageclass 6,,
1981,Haddock,7,4641000,Haddock7_Nums,Ageclass 7,,
1981,Haddock,8,3254000,Haddock8_Nums,Ageclass 8,,
1981,Haddock,9,690000,Haddock9_Nums,Ageclass 9,,
1981,Haddock,10,126000,Haddock10_Nums,Ageclass 10,,
1982,Haddock,1,41573000,Haddock1_Nums,Ageclass 1,,
1982,Haddock,2,45938000,Haddock2_Nums,Ageclass 2,,
1982,Haddock,3,8610000,Haddock3_Nums,Ageclass 3,,
1982,Haddock,4,24621000,Haddock4_Nums,Ageclass 4,,
1982,Haddock,5,33963000,Haddock5_Nums,Ageclass 5,,
1982,Haddock,6,35284000,Haddock6_Nums,Ageclass 6,,
1982,Haddock,7,4436000,Haddock7_Nums,Ageclass 7,,
1982,Haddock,8,2087000,Haddock8_Nums,Ageclass 8,,
1982,Haddock,9,1396000,Haddock9_Nums,Ageclass 9,,
1982,Haddock,10,344000,Haddock10_Nums,Ageclass 10,,
1983,Haddock,1,21985000,Haddock1_Nums,Ageclass 1,,
1983,Haddock,2,34037000,Haddock2_Nums,Ageclass 2,,
1983,Haddock,3,37270000,Haddock3_Nums,Ageclass 3,,
1983,Haddock,4,6556000,Haddock4_Nums,Ageclass 4,,
1983,Haddock,5,15916000,Haddock5_Nums,Ageclass 5,,
1983,Haddock,6,18237000,Haddock6_Nums,Ageclass 6,,
1983,Haddock,7,16498000,Haddock7_Nums,Ageclass 7,,
1983,Haddock,8,1920000,Haddock8_Nums,Ageclass 8,,
1983,Haddock,9,860000,Haddock9_Nums,Ageclass 9,,
1983,Haddock,10,702000,Haddock10_Nums,Ageclass 10,,
1984,Haddock,1,57192000,Haddock1_Nums,Ageclass 1,,
1984,Haddock,2,1.80E+07,Haddock2_Nums,Ageclass 2,,
1984,Haddock,3,27603000,Haddock3_Nums,Ageclass 3,,
1984,Haddock,4,28288000,Haddock4_Nums,Ageclass 4,,
1984,Haddock,5,4194000,Haddock5_Nums,Ageclass 5,,
1984,Haddock,6,8386000,Haddock6_Nums,Ageclass 6,,
1984,Haddock,7,8315000,Haddock7_Nums,Ageclass 7,,
1984,Haddock,8,6941000,Haddock8_Nums,Ageclass 8,,
1984,Haddock,9,767000,Haddock9_Nums,Ageclass 9,,
1984,Haddock,10,605000,Haddock10_Nums,Ageclass 10,,
1985,Haddock,1,114736000,Haddock1_Nums,Ageclass 1,,
1985,Haddock,2,46825000,Haddock2_Nums,Ageclass 2,,
1985,Haddock,3,14592000,Haddock3_Nums,Ageclass 3,,
1985,Haddock,4,20888000,Haddock4_Nums,Ageclass 4,,
1985,Haddock,5,17918000,Haddock5_Nums,Ageclass 5,,
1985,Haddock,6,2171000,Haddock6_Nums,Ageclass 6,,
1985,Haddock,7,3736000,Haddock7_Nums,Ageclass 7,,
1985,Haddock,8,3407000,Haddock8_Nums,Ageclass 8,,
1985,Haddock,9,2694000,Haddock9_Nums,Ageclass 9,,
1985,Haddock,10,514000,Haddock10_Nums,Ageclass 10,,
1986,Haddock,1,198001000,Haddock1_Nums,Ageclass 1,,
1986,Haddock,2,93938000,Haddock2_Nums,Ageclass 2,,
1986,Haddock,3,37556000,Haddock3_Nums,Ageclass 3,,
1986,Haddock,4,10479000,Haddock4_Nums,Ageclass 4,,
1986,Haddock,5,11147000,Haddock5_Nums,Ageclass 5,,
1986,Haddock,6,7916000,Haddock6_Nums,Ageclass 6,,
1986,Haddock,7,820000,Haddock7_Nums,Ageclass 7,,
1986,Haddock,8,1336000,Haddock8_Nums,Ageclass 8,,
1986,Haddock,9,1173000,Haddock9_Nums,Ageclass 9,,
1986,Haddock,10,1091000,Haddock10_Nums,Ageclass 10,,
1987,Haddock,1,50860000,Haddock1_Nums,Ageclass 1,,
1987,Haddock,2,162110000,Haddock2_Nums,Ageclass 2,,
1987,Haddock,3,75211000,Haddock3_Nums,Ageclass 3,,
1987,Haddock,4,25224000,Haddock4_Nums,Ageclass 4,,
1987,Haddock,5,5335000,Haddock5_Nums,Ageclass 5,,
1987,Haddock,6,4140000,Haddock6_Nums,Ageclass 6,,
1987,Haddock,7,2692000,Haddock7_Nums,Ageclass 7,,
1987,Haddock,8,252000,Haddock8_Nums,Ageclass 8,,
1987,Haddock,9,409000,Haddock9_Nums,Ageclass 9,,
1987,Haddock,10,674000,Haddock10_Nums,Ageclass 10,,
1988,Haddock,1,28964000,Haddock1_Nums,Ageclass 1,,
1988,Haddock,2,41641000,Haddock2_Nums,Ageclass 2,,
1988,Haddock,3,131683000,Haddock3_Nums,Ageclass 3,,
1988,Haddock,4,55880000,Haddock4_Nums,Ageclass 4,,
1988,Haddock,5,14010000,Haddock5_Nums,Ageclass 5,,
1988,Haddock,6,2474000,Haddock6_Nums,Ageclass 6,,
1988,Haddock,7,1656000,Haddock7_Nums,Ageclass 7,,
1988,Haddock,8,1030000,Haddock8_Nums,Ageclass 8,,
1988,Haddock,9,94000,Haddock9_Nums,Ageclass 9,,
1988,Haddock,10,393000,Haddock10_Nums,Ageclass 10,,
1989,Haddock,1,31428000,Haddock1_Nums,Ageclass 1,,
1989,Haddock,2,23714000,Haddock2_Nums,Ageclass 2,,
1989,Haddock,3,33695000,Haddock3_Nums,Ageclass 3,,
1989,Haddock,4,98724000,Haddock4_Nums,Ageclass 4,,
1989,Haddock,5,32064000,Haddock5_Nums,Ageclass 5,,
1989,Haddock,6,5697000,Haddock6_Nums,Ageclass 6,,
1989,Haddock,7,859000,Haddock7_Nums,Ageclass 7,,
1989,Haddock,8,546000,Haddock8_Nums,Ageclass 8,,
1989,Haddock,9,333000,Haddock9_Nums,Ageclass 9,,
1989,Haddock,10,150000,Haddock10_Nums,Ageclass 10,,
1990,Haddock,1,106736000,Haddock1_Nums,Ageclass 1,,
1990,Haddock,2,25731000,Haddock2_Nums,Ageclass 2,,
1990,Haddock,3,19201000,Haddock3_Nums,Ageclass 3,,
1990,Haddock,4,25684000,Haddock4_Nums,Ageclass 4,,
1990,Haddock,5,60894000,Haddock5_Nums,Ageclass 5,,
1990,Haddock,6,14782000,Haddock6_Nums,Ageclass 6,,
1990,Haddock,7,2125000,Haddock7_Nums,Ageclass 7,,
1990,Haddock,8,295000,Haddock8_Nums,Ageclass 8,,
1990,Haddock,9,184000,Haddock9_Nums,Ageclass 9,,
1990,Haddock,10,161000,Haddock10_Nums,Ageclass 10,,
1991,Haddock,1,199100000,Haddock1_Nums,Ageclass 1,,
1991,Haddock,2,87388000,Haddock2_Nums,Ageclass 2,,
1991,Haddock,3,20793000,Haddock3_Nums,Ageclass 3,,
1991,Haddock,4,14325000,Haddock4_Nums,Ageclass 4,,
1991,Haddock,5,15719000,Haddock5_Nums,Ageclass 5,,
1991,Haddock,6,29638000,Haddock6_Nums,Ageclass 6,,
1991,Haddock,7,5396000,Haddock7_Nums,Ageclass 7,,
1991,Haddock,8,670000,Haddock8_Nums,Ageclass 8,,
1991,Haddock,9,90000,Haddock9_Nums,Ageclass 9,,
1991,Haddock,10,101000,Haddock10_Nums,Ageclass 10,,
1992,Haddock,1,45499000,Haddock1_Nums,Ageclass 1,,
1992,Haddock,2,163009000,Haddock2_Nums,Ageclass 2,,
1992,Haddock,3,70772000,Haddock3_Nums,Ageclass 3,,
1992,Haddock,4,15433000,Haddock4_Nums,Ageclass 4,,
1992,Haddock,5,8066000,Haddock5_Nums,Ageclass 5,,
1992,Haddock,6,7342000,Haddock6_Nums,Ageclass 6,,
1992,Haddock,7,11719000,Haddock7_Nums,Ageclass 7,,
1992,Haddock,8,1884000,Haddock8_Nums,Ageclass 8,,
1992,Haddock,9,214000,Haddock9_Nums,Ageclass 9,,
1992,Haddock,10,58000,Haddock10_Nums,Ageclass 10,,
1993,Haddock,1,43168000,Haddock1_Nums,Ageclass 1,,
1993,Haddock,2,37252000,Haddock2_Nums,Ageclass 2,,
1993,Haddock,3,132128000,Haddock3_Nums,Ageclass 3,,
1993,Haddock,4,51302000,Haddock4_Nums,Ageclass 4,,
1993,Haddock,5,8698000,Haddock5_Nums,Ageclass 5,,
1993,Haddock,6,3476000,Haddock6_Nums,Ageclass 6,,
1993,Haddock,7,2535000,Haddock7_Nums,Ageclass 7,,
1993,Haddock,8,3573000,Haddock8_Nums,Ageclass 8,,
1993,Haddock,9,523000,Haddock9_Nums,Ageclass 9,,
1993,Haddock,10,68000,Haddock10_Nums,Ageclass 10,,
1994,Haddock,1,80176000,Haddock1_Nums,Ageclass 1,,
1994,Haddock,2,35343000,Haddock2_Nums,Ageclass 2,,
1994,Haddock,3,30155000,Haddock3_Nums,Ageclass 3,,
1994,Haddock,4,101012000,Haddock4_Nums,Ageclass 4,,
1994,Haddock,5,29600000,Haddock5_Nums,Ageclass 5,,
1994,Haddock,6,3578000,Haddock6_Nums,Ageclass 6,,
1994,Haddock,7,1292000,Haddock7_Nums,Ageclass 7,,
1994,Haddock,8,762000,Haddock8_Nums,Ageclass 8,,
1994,Haddock,9,1067000,Haddock9_Nums,Ageclass 9,,
1994,Haddock,10,161000,Haddock10_Nums,Ageclass 10,,
1995,Haddock,1,38284000,Haddock1_Nums,Ageclass 1,,
1995,Haddock,2,65642000,Haddock2_Nums,Ageclass 2,,
1995,Haddock,3,28491000,Haddock3_Nums,Ageclass 3,,
1995,Haddock,4,22454000,Haddock4_Nums,Ageclass 4,,
1995,Haddock,5,62456000,Haddock5_Nums,Ageclass 5,,
1995,Haddock,6,12231000,Haddock6_Nums,Ageclass 6,,
1995,Haddock,7,1166000,Haddock7_Nums,Ageclass 7,,
1995,Haddock,8,383000,Haddock8_Nums,Ageclass 8,,
1995,Haddock,9,198000,Haddock9_Nums,Ageclass 9,,
1995,Haddock,10,350000,Haddock10_Nums,Ageclass 10,,
1996,Haddock,1,112534000,Haddock1_Nums,Ageclass 1,,
1996,Haddock,2,31344000,Haddock2_Nums,Ageclass 2,,
1996,Haddock,3,53033000,Haddock3_Nums,Ageclass 3,,
1996,Haddock,4,20782000,Haddock4_Nums,Ageclass 4,,
1996,Haddock,5,13491000,Haddock5_Nums,Ageclass 5,,
1996,Haddock,6,29511000,Haddock6_Nums,Ageclass 6,,
1996,Haddock,7,3830000,Haddock7_Nums,Ageclass 7,,
1996,Haddock,8,298000,Haddock8_Nums,Ageclass 8,,
1996,Haddock,9,85000,Haddock9_Nums,Ageclass 9,,
1996,Haddock,10,154000,Haddock10_Nums,Ageclass 10,,
1997,Haddock,1,21401000,Haddock1_Nums,Ageclass 1,,
1997,Haddock,2,92135000,Haddock2_Nums,Ageclass 2,,
1997,Haddock,3,25277000,Haddock3_Nums,Ageclass 3,,
1997,Haddock,4,38644000,Haddock4_Nums,Ageclass 4,,
1997,Haddock,5,11690000,Haddock5_Nums,Ageclass 5,,
1997,Haddock,6,6258000,Haddock6_Nums,Ageclass 6,,
1997,Haddock,7,10569000,Haddock7_Nums,Ageclass 7,,
1997,Haddock,8,1012000,Haddock8_Nums,Ageclass 8,,
1997,Haddock,9,69000,Haddock9_Nums,Ageclass 9,,
1997,Haddock,10,52000,Haddock10_Nums,Ageclass 10,,
1998,Haddock,1,61054000,Haddock1_Nums,Ageclass 1,,
1998,Haddock,2,17521000,Haddock2_Nums,Ageclass 2,,
1998,Haddock,3,74455000,Haddock3_Nums,Ageclass 3,,
1998,Haddock,4,18906000,Haddock4_Nums,Ageclass 4,,
1998,Haddock,5,22550000,Haddock5_Nums,Ageclass 5,,
1998,Haddock,6,5133000,Haddock6_Nums,Ageclass 6,,
1998,Haddock,7,2515000,Haddock7_Nums,Ageclass 7,,
1998,Haddock,8,3442000,Haddock8_Nums,Ageclass 8,,
1998,Haddock,9,288000,Haddock9_Nums,Ageclass 9,,
1998,Haddock,10,31000,Haddock10_Nums,Ageclass 10,,
1999,Haddock,1,144387000,Haddock1_Nums,Ageclass 1,,
1999,Haddock,2,49987000,Haddock2_Nums,Ageclass 2,,
1999,Haddock,3,14090000,Haddock3_Nums,Ageclass 3,,
1999,Haddock,4,56159000,Haddock4_Nums,Ageclass 4,,
1999,Haddock,5,11580000,Haddock5_Nums,Ageclass 5,,
1999,Haddock,6,9959000,Haddock6_Nums,Ageclass 6,,
1999,Haddock,7,1783000,Haddock7_Nums,Ageclass 7,,
1999,Haddock,8,805000,Haddock8_Nums,Ageclass 8,,
1999,Haddock,9,953000,Haddock9_Nums,Ageclass 9,,
1999,Haddock,10,82000,Haddock10_Nums,Ageclass 10,,
2000,Haddock,1,187065000,Haddock1_Nums,Ageclass 1,,
2000,Haddock,2,118214000,Haddock2_Nums,Ageclass 2,,
2000,Haddock,3,40085000,Haddock3_Nums,Ageclass 3,,
2000,Haddock,4,10127000,Haddock4_Nums,Ageclass 4,,
2000,Haddock,5,34695000,Haddock5_Nums,Ageclass 5,,
2000,Haddock,6,4982000,Haddock6_Nums,Ageclass 6,,
2000,Haddock,7,2847000,Haddock7_Nums,Ageclass 7,,
2000,Haddock,8,447000,Haddock8_Nums,Ageclass 8,,
2000,Haddock,9,193000,Haddock9_Nums,Ageclass 9,,
2000,Haddock,10,233000,Haddock10_Nums,Ageclass 10,,
2001,Haddock,1,242500000,Haddock1_Nums,Ageclass 1,,
2001,Haddock,2,153156000,Haddock2_Nums,Ageclass 2,,
2001,Haddock,3,95342000,Haddock3_Nums,Ageclass 3,,
2001,Haddock,4,27675000,Haddock4_Nums,Ageclass 4,,
2001,Haddock,5,5586000,Haddock5_Nums,Ageclass 5,,
2001,Haddock,6,15740000,Haddock6_Nums,Ageclass 6,,
2001,Haddock,7,1658000,Haddock7_Nums,Ageclass 7,,
2001,Haddock,8,734000,Haddock8_Nums,Ageclass 8,,
2001,Haddock,9,110000,Haddock9_Nums,Ageclass 9,,
2001,Haddock,10,97000,Haddock10_Nums,Ageclass 10,,
2002,Haddock,1,56811000,Haddock1_Nums,Ageclass 1,,
2002,Haddock,2,198542000,Haddock2_Nums,Ageclass 2,,
2002,Haddock,3,123933000,Haddock3_Nums,Ageclass 3,,
2002,Haddock,4,71191000,Haddock4_Nums,Ageclass 4,,
2002,Haddock,5,15599000,Haddock5_Nums,Ageclass 5,,
2002,Haddock,6,2638000,Haddock6_Nums,Ageclass 6,,
2002,Haddock,7,7185000,Haddock7_Nums,Ageclass 7,,
2002,Haddock,8,637000,Haddock8_Nums,Ageclass 8,,
2002,Haddock,9,252000,Haddock9_Nums,Ageclass 9,,
2002,Haddock,10,65000,Haddock10_Nums,Ageclass 10,,
2003,Haddock,1,177672000,Haddock1_Nums,Ageclass 1,,
2003,Haddock,2,46513000,Haddock2_Nums,Ageclass 2,,
2003,Haddock,3,161064000,Haddock3_Nums,Ageclass 3,,
2003,Haddock,4,93720000,Haddock4_Nums,Ageclass 4,,
2003,Haddock,5,44976000,Haddock5_Nums,Ageclass 5,,
2003,Haddock,6,7666000,Haddock6_Nums,Ageclass 6,,
2003,Haddock,7,1137000,Haddock7_Nums,Ageclass 7,,
2003,Haddock,8,3082000,Haddock8_Nums,Ageclass 8,,
2003,Haddock,9,265000,Haddock9_Nums,Ageclass 9,,
2003,Haddock,10,110000,Haddock10_Nums,Ageclass 10,,
2004,Haddock,1,465661000,Haddock1_Nums,Ageclass 1,,
2004,Haddock,2,145466000,Haddock2_Nums,Ageclass 2,,
2004,Haddock,3,37484000,Haddock3_Nums,Ageclass 3,,
2004,Haddock,4,124582000,Haddock4_Nums,Ageclass 4,,
2004,Haddock,5,62613000,Haddock5_Nums,Ageclass 5,,
2004,Haddock,6,24893000,Haddock6_Nums,Ageclass 6,,
2004,Haddock,7,3565000,Haddock7_Nums,Ageclass 7,,
2004,Haddock,8,454000,Haddock8_Nums,Ageclass 8,,
